Fiscal_Year,Fiscal_Period,Department,Program,Expense_Category,Fund,Vendor_Name,Vendor_Number,Payment_Number,Payment_Method,Payment_Issue_date,Payment_Status,Amount
2014,10,HEALTH                                                      ,HTH440,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"SALVATION ARMY, THE",111734,S0061699,Check,4/25/14 0:00,Paid,"$119,522.00 "
2014,11,HEALTH                                                      ,HTH440,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"SALVATION ARMY, THE",111734,S0070258,Check,5/29/14 0:00,Paid,"$130,128.00 "
2014,12,HEALTH                                                      ,HTH440,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"SALVATION ARMY, THE",111734,S0074585,Check,6/23/14 0:00,Paid,"$136,002.00 "
2014,12,HEALTH                                                      ,HTH430,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"SIMPLEXGRINNELL, LP",270175,G0097787,Check,6/19/14 0:00,Paid,"$101,847.05 "
2014,8,HEALTH                                                      ,HTH590,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,SMS RESEARCH AND MARKETING,203032,S0046951,Check,2/13/14 0:00,Paid,"$58,470.30 "
2014,11,HEALTH                                                      ,HTH590,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,SMS RESEARCH AND MARKETING,203032,S0068397,Check,5/27/14 0:00,Paid,"$46,465.19 "
2014,10,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"SORIA, ANGELITA A.",318135,G0075880,Check,4/2/14 0:00,Paid,"$37,607.64 "
2014,12,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,STEADFAST HOUSING DEVELOPMENT,215843,G0001633,Check,7/8/14 0:00,Paid,"$29,310.95 "
2014,12,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,STEADFAST HOUSING DEVELOPMENT,215843,G0001633,Check,7/8/14 0:00,Paid,"$48,372.00 "
2015,1,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,STEADFAST HOUSING DEVELOPMENT,215843,G0003612,Check,7/21/14 0:00,Paid,"$112,411.41 "
2015,1,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,STEADFAST HOUSING DEVELOPMENT,215843,G0003612,Check,7/21/14 0:00,Paid,"$156,740.29 "
2015,1,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,STEADFAST HOUSING DEVELOPMENT,215843,G0003612,Check,7/21/14 0:00,Paid,"$167,641.22 "
2015,1,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,STEADFAST HOUSING DEVELOPMENT,215843,G0003612,Check,7/21/14 0:00,Paid,"$186,622.21 "
2015,1,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,STEADFAST HOUSING DEVELOPMENT,215843,G0008021,Check,7/28/14 0:00,Paid,"$50,028.00 "
2015,1,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,STEADFAST HOUSING DEVELOPMENT,215843,G0009399,Check,8/1/14 0:00,Paid,"$25,000.00 "
2015,1,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,STEADFAST HOUSING DEVELOPMENT,215843,G0009399,Check,8/1/14 0:00,Paid,"$37,500.00 "
2015,2,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,STEADFAST HOUSING DEVELOPMENT,215843,G0019715,Check,8/28/14 0:00,Paid,"$52,401.00 "
2015,3,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,STEADFAST HOUSING DEVELOPMENT,215843,G0028989,Check,10/1/14 0:00,Paid,"$36,500.00 "
2015,3,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,STEADFAST HOUSING DEVELOPMENT,215843,G0028989,Check,10/1/14 0:00,Paid,"$47,696.00 "
2015,4,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,STEADFAST HOUSING DEVELOPMENT,215843,G0035287,Check,10/23/14 0:00,Paid,"$188,659.21 "
2015,4,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,STEADFAST HOUSING DEVELOPMENT,215843,G0035287,Check,10/23/14 0:00,Paid,"$240,689.25 "
2015,4,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,STEADFAST HOUSING DEVELOPMENT,215843,G0038009,Check,10/31/14 0:00,Paid,"$42,070.00 "
2015,5,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,STEADFAST HOUSING DEVELOPMENT,215843,G0040858,Check,11/14/14 0:00,Paid,"$46,500.00 "
2015,5,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,STEADFAST HOUSING DEVELOPMENT,215843,G0047758,Check,11/26/14 0:00,Paid,"$34,500.00 "
2015,6,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,STEADFAST HOUSING DEVELOPMENT,215843,G0049343,Check,12/2/14 0:00,Paid,"$47,000.00 "
2015,6,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,STEADFAST HOUSING DEVELOPMENT,215843,G0050614,Check,12/8/14 0:00,Paid,"$28,989.00 "
2015,6,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,STEADFAST HOUSING DEVELOPMENT,215843,G0054356,Check,12/19/14 0:00,Paid,"$143,082.59 "
2015,6,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,STEADFAST HOUSING DEVELOPMENT,215843,G0054356,Check,12/19/14 0:00,Paid,"$152,343.24 "
2014,7,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,STEADFAST HOUSING DEVELOPMENT,215843,G0054840,Check,1/21/14 0:00,Paid,"$61,000.00 "
2014,7,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,STEADFAST HOUSING DEVELOPMENT,215843,G0055116,Check,1/22/14 0:00,Paid,"$83,312.00 "
2015,6,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,STEADFAST HOUSING DEVELOPMENT,215843,G0055923,Check,12/24/14 0:00,Paid,"$50,500.00 "
2015,6,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,STEADFAST HOUSING DEVELOPMENT,215843,G0055923,Check,12/24/14 0:00,Paid,"$172,010.59 "
2015,6,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,STEADFAST HOUSING DEVELOPMENT,215843,G0055923,Check,12/24/14 0:00,Paid,"$176,835.19 "
2015,6,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,STEADFAST HOUSING DEVELOPMENT,215843,G0055923,Check,12/24/14 0:00,Paid,"$178,737.78 "
2015,6,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,STEADFAST HOUSING DEVELOPMENT,215843,G0055923,Check,12/24/14 0:00,Paid,"$203,370.91 "
2015,6,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,STEADFAST HOUSING DEVELOPMENT,215843,G0055923,Check,12/24/14 0:00,Paid,"$227,688.43 "
2014,7,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,STEADFAST HOUSING DEVELOPMENT,215843,G0059430,Check,2/4/14 0:00,Paid,"$38,000.00 "
2014,7,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,STEADFAST HOUSING DEVELOPMENT,215843,G0059430,Check,2/4/14 0:00,Paid,"$85,854.00 "
2014,8,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,STEADFAST HOUSING DEVELOPMENT,215843,G0066143,Check,2/28/14 0:00,Paid,"$42,500.00 "
2014,9,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,STEADFAST HOUSING DEVELOPMENT,215843,G0069940,Check,3/13/14 0:00,Paid,"$44,500.00 "
2014,10,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,STEADFAST HOUSING DEVELOPMENT,215843,G0077321,Check,4/8/14 0:00,Paid,"$74,558.50 "
2014,10,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,STEADFAST HOUSING DEVELOPMENT,215843,G0080800,Check,4/22/14 0:00,Paid,"$36,838.50 "
2014,10,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,STEADFAST HOUSING DEVELOPMENT,215843,G0084265,Check,5/2/14 0:00,Paid,"$139,125.32 "
2014,10,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,STEADFAST HOUSING DEVELOPMENT,215843,G0084265,Check,5/2/14 0:00,Paid,"$176,895.79 "
2014,10,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,STEADFAST HOUSING DEVELOPMENT,215843,G0084265,Check,5/2/14 0:00,Paid,"$187,422.16 "
2014,10,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,STEADFAST HOUSING DEVELOPMENT,215843,G0084265,Check,5/2/14 0:00,Paid,"$207,344.67 "
2014,10,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,STEADFAST HOUSING DEVELOPMENT,215843,G0084265,Check,5/2/14 0:00,Paid,"$220,976.13 "
2014,10,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,STEADFAST HOUSING DEVELOPMENT,215843,G0084265,Check,5/2/14 0:00,Paid,"$222,433.28 "
2014,11,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,STEADFAST HOUSING DEVELOPMENT,215843,G0084817,Check,5/6/14 0:00,Paid,"$36,500.00 "
2014,11,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,STEADFAST HOUSING DEVELOPMENT,215843,G0086807,Check,5/13/14 0:00,Paid,"$44,157.00 "
2014,11,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,STEADFAST HOUSING DEVELOPMENT,215843,G0086807,Check,5/13/14 0:00,Paid,"$73,923.00 "
2014,12,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,STEADFAST HOUSING DEVELOPMENT,215843,G0096629,Check,6/16/14 0:00,Paid,"$124,478.76 "
2014,12,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,STEADFAST HOUSING DEVELOPMENT,215843,G0096629,Check,6/16/14 0:00,Paid,"$130,933.43 "
2014,12,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,STEADFAST HOUSING DEVELOPMENT,215843,G0096629,Check,6/16/14 0:00,Paid,"$132,370.07 "
2014,12,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,STEADFAST HOUSING DEVELOPMENT,215843,G0100013,Check,6/25/14 0:00,Paid,"$118,706.40 "
2014,12,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,STEADFAST HOUSING DEVELOPMENT,215843,G0100013,Check,6/25/14 0:00,Paid,"$136,134.67 "
2014,12,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,STEADFAST HOUSING DEVELOPMENT,215843,G0100013,Check,6/25/14 0:00,Paid,"$154,477.20 "
2014,12,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,STEADFAST HOUSING DEVELOPMENT,215843,G0100013,Check,6/25/14 0:00,Paid,"$164,178.43 "
2014,12,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,STEADFAST HOUSING DEVELOPMENT,215843,G0100013,Check,6/25/14 0:00,Paid,"$171,867.14 "
2014,12,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,STEADFAST HOUSING DEVELOPMENT,215843,G0100555,Check,6/26/14 0:00,Paid,"$50,850.00 "
2015,1,HEALTH                                                      ,HTH430,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,SUTTER HEALTH PACIFIC,235022,G0001866,Check,7/9/14 0:00,Paid,"$46,190.00 "
2015,1,HEALTH                                                      ,HTH430,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,SUTTER HEALTH PACIFIC,235022,G0001866,Check,7/9/14 0:00,Paid,"$46,190.00 "
2015,1,HEALTH                                                      ,HTH430,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,SUTTER HEALTH PACIFIC,235022,G0001866,Check,7/9/14 0:00,Paid,"$116,965.00 "
2015,1,HEALTH                                                      ,HTH430,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,SUTTER HEALTH PACIFIC,235022,G0001866,Check,7/9/14 0:00,Paid,"$118,455.00 "
2015,1,HEALTH                                                      ,HTH430,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,SUTTER HEALTH PACIFIC,235022,G0001866,Check,7/9/14 0:00,Paid,"$268,945.00 "
2015,2,HEALTH                                                      ,HTH430,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,SUTTER HEALTH PACIFIC,235022,G0011604,Check,8/12/14 0:00,Paid,"$31,500.00 "
2015,2,HEALTH                                                      ,HTH430,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,SUTTER HEALTH PACIFIC,235022,G0011604,Check,8/12/14 0:00,Paid,"$75,990.00 "
2015,2,HEALTH                                                      ,HTH430,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,SUTTER HEALTH PACIFIC,235022,G0011604,Check,8/12/14 0:00,Paid,"$158,685.00 "
2015,2,HEALTH                                                      ,HTH430,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,SUTTER HEALTH PACIFIC,235022,G0011604,Check,8/12/14 0:00,Paid,"$192,210.00 "
2015,2,HEALTH                                                      ,HTH430,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,SUTTER HEALTH PACIFIC,235022,G0011604,Check,8/12/14 0:00,Paid,"$244,895.00 "
2015,2,HEALTH                                                      ,HTH430,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,SUTTER HEALTH PACIFIC,235022,G0011604,Check,8/12/14 0:00,Paid,"$327,800.00 "
2015,2,HEALTH                                                      ,HTH460,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,SUTTER HEALTH PACIFIC,235022,G0013991,Check,8/20/14 0:00,Paid,"$104,112.00 "
2015,3,HEALTH                                                      ,HTH460,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,SUTTER HEALTH PACIFIC,235022,G0024651,Check,9/16/14 0:00,Paid,"$109,824.00 "
2015,4,HEALTH                                                      ,HTH430,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,SUTTER HEALTH PACIFIC,235022,G0030422,Check,10/7/14 0:00,Paid,"$30,545.00 "
2015,4,HEALTH                                                      ,HTH430,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,SUTTER HEALTH PACIFIC,235022,G0030422,Check,10/7/14 0:00,Paid,"$37,995.00 "
2015,4,HEALTH                                                      ,HTH430,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,SUTTER HEALTH PACIFIC,235022,G0030422,Check,10/7/14 0:00,Paid,"$46,190.00 "
2015,4,HEALTH                                                      ,HTH430,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,SUTTER HEALTH PACIFIC,235022,G0030422,Check,10/7/14 0:00,Paid,"$51,405.00 "
2015,4,HEALTH                                                      ,HTH430,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,SUTTER HEALTH PACIFIC,235022,G0030422,Check,10/7/14 0:00,Paid,"$82,695.00 "
2015,4,HEALTH                                                      ,HTH430,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,SUTTER HEALTH PACIFIC,235022,G0030422,Check,10/7/14 0:00,Paid,"$100,575.00 "
2015,4,HEALTH                                                      ,HTH430,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,SUTTER HEALTH PACIFIC,235022,G0030422,Check,10/7/14 0:00,Paid,"$192,210.00 "
2015,4,HEALTH                                                      ,HTH430,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,SUTTER HEALTH PACIFIC,235022,G0030422,Check,10/7/14 0:00,Paid,"$273,415.00 "
2015,4,HEALTH                                                      ,HTH430,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,SUTTER HEALTH PACIFIC,235022,G0030422,Check,10/7/14 0:00,Paid,"$324,075.00 "
